1	1
2	2
3	1
4	1
5	2
6	1
7	2
8	1
9	2
10	1
11	2
12	2
13	1
14	2
15	2
16	1
17	1
18	1
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	1
27	2
28	2
29	2
30	1
31	2
32	1
33	1
34	1
35	2
36	2
37	1
38	2
39	1
40	1
41	2
42	2
43	2
44	2
45	2
46	1
47	2
48	1
49	1
50	1
51	2
52	1
53	1
54	2
55	2
56	2
57	1
58	1
59	1
60	1
61	1
62	1
63	2
64	2
65	2
66	1
67	2
68	1
69	2
70	1
71	2
72	2
73	2
74	2
75	1
76	1
77	2
78	1
79	2
80	1
81	1
82	1
83	2
84	2
85	1
86	1
87	2
88	2
89	1
90	1
91	1
92	2
93	2
94	1
95	2
96	1
97	2
98	2
99	2
100	1
101	1
102	2
103	1
104	2
105	1
106	2
107	1
108	2
109	2
110	1
111	1
112	1
113	1
114	1
115	2
116	2
117	1
118	1
119	2
120	2
121	2
122	1
123	1
124	2
125	2
126	2
127	2
128	1
129	2
130	2
131	1
132	1
133	1
134	1
135	2
136	1
137	1
138	1
139	2
140	2
141	2
142	2
143	1
144	1
145	2
146	1
147	2
148	2
149	1
150	2
151	2
152	1
153	2
154	1
155	1
156	2
157	2
158	1
159	1
160	2
161	1
162	1
163	2
164	1
165	1
166	2
167	1
168	2
169	2
170	2
171	2
172	1
173	2
174	2
175	2
176	2
177	1
178	1
179	1
180	2
181	2
182	1
183	1
184	1
185	2
186	2
187	1
188	2
189	1
190	2
191	1
192	1
193	1
194	2
195	2
196	1
197	1
198	1
199	1
200	2
201	1
202	1
203	2
204	2
205	1
206	1
207	1
208	1
209	2
210	1
211	2
212	1
213	1
214	1
215	1
216	2
217	2
218	1
219	1
220	1
221	1
222	2
223	1
224	1
225	2
226	1
227	2
228	1
229	2
230	2
231	2
232	2
233	1
234	1
235	2
236	2
237	2
238	1
239	1
240	1
241	2
242	2
243	2
244	1
245	1
246	1
247	1
248	2
249	2
250	1
251	2
252	2
253	1
254	1
255	1
256	2
257	1
258	2
259	1
260	2
261	2
262	1
263	2
264	1
265	1
266	2
267	2
268	2
269	1
270	1
271	1
272	2
273	2
274	2
275	2
276	2
277	2
278	1
279	2
280	1
281	1
282	1
283	1
284	1
285	1
286	2
287	1
288	2
289	2
290	1
291	2
292	1
293	1
294	1
295	1
296	2
297	1
298	1
299	2
300	1
301	1
302	2
303	1
304	1
305	1
306	1
307	2
308	1
309	2
310	2
311	1
312	2
313	1
314	1
315	2
316	2
317	2
318	1
319	1
320	2
321	1
322	1
323	2
324	2
325	2
326	2
327	2
328	1
329	1
330	2
331	1
332	1
333	1
334	2
335	2
336	2
337	2
338	1
339	1
340	1
341	2
342	1
343	1
344	2
345	2
346	2
347	1
348	1
349	1
350	1
351	1
352	2
353	1
354	2
355	2
356	2
357	1
358	2
359	2
360	1
361	2
362	2
363	2
364	1
365	1
366	1
367	1
368	1
369	2
370	1
371	1
372	2
373	2
374	2
375	2
376	1
377	1
378	1
379	1
380	2
381	1
382	2
383	2
384	2
385	2
386	2
387	2
388	2
389	1
390	2
391	1
392	2
393	1
394	2
395	2
396	2
397	2
398	1
399	2
400	2
401	2
402	1
403	2
404	2
405	2
406	2
407	2
408	1
409	1
410	2
411	1
412	1
413	1
414	2
415	2
416	1
417	1
418	1
419	2
420	1
421	2
422	2
423	2
424	2
425	1
426	2
427	2
428	2
429	2
430	1
431	2
432	1
433	2
434	2
435	1
436	2
437	2
438	2
439	2
440	2
441	2
442	2
443	2
444	2
445	2
446	1
447	1
448	2
449	2
450	2
451	1
452	2
453	1
454	1
455	2
456	1
457	2
458	2
459	2
460	1
461	2
462	1
463	1
464	1
465	1
466	2
467	2
468	1
469	1
470	1
471	2
472	1
473	2
474	1
475	2
476	1
477	2
478	2
479	1
480	1
481	1
482	2
483	1
484	2
485	1
486	1
487	2
488	2
489	1
490	2
491	1
492	1
493	2
494	1
495	1
496	1
497	2
498	1
499	2
500	2
501	2
502	2
503	2
504	1
505	2
506	2
507	2
508	2
509	2
510	2
511	2
512	1
513	2
514	2
515	1
516	1
517	2
518	2
519	1
520	2
521	2
522	2
523	1
524	2
525	1
526	1
527	2
528	1
529	1
530	2
531	2
532	2
533	1
534	1
535	1
536	2
537	2
538	2
539	1
540	2
541	1
542	1
543	1
544	1
545	1
546	1
547	2
548	1
549	2
550	2
551	1
552	2
553	2
554	2
555	1
556	2
557	1
558	2
559	1
560	1
561	1
562	2
563	1
564	2
565	2
566	1
